                                kicad schematic
                                Transient Analysis  Mon Oct 27 17:17:10  2025
--------------------------------------------------------------------------------
Index   time            esim_gnd        esim_vcc        iin             
--------------------------------------------------------------------------------
0	0.000000e+00	-1.66096e-01	-2.21237e-01	2.164863e+00	
1	1.000000e-06	-1.67748e-01	-2.21448e-01	2.166073e+00	
2	2.000000e-06	-1.69184e-01	-2.20786e-01	2.166415e+00	
3	4.000000e-06	-1.71931e-01	-2.19430e-01	2.167042e+00	
4	8.000000e-06	-1.76867e-01	-2.16614e-01	2.168068e+00	
5	1.600000e-05	-1.85577e-01	-2.11160e-01	2.169709e+00	
6	3.200000e-05	-2.00759e-01	-2.02310e-01	2.172423e+00	
7	6.400000e-05	-2.26598e-01	-1.94639e-01	2.177568e+00	
8	1.280000e-04	-2.69639e-01	-2.10132e-01	2.189662e+00	
9	2.280000e-04	-3.24721e-01	-2.57032e-01	2.208036e+00	
10	3.280000e-04	-3.66012e-01	-2.85996e-01	2.218639e+00	
11	4.280000e-04	-3.92773e-01	-2.77245e-01	2.219478e+00	
12	5.280000e-04	-4.08134e-01	-2.59506e-01	2.217753e+00	
13	6.280000e-04	-4.16215e-01	-2.52510e-01	2.215965e+00	
14	7.280000e-04	-4.20797e-01	-2.51827e-01	2.214304e+00	
15	8.280000e-04	-4.24114e-01	-2.52828e-01	2.212796e+00	
16	9.280000e-04	-4.26772e-01	-2.54363e-01	2.211427e+00	
17	1.028000e-03	-4.28950e-01	-2.55759e-01	2.210375e+00	
18	1.128000e-03	-4.30522e-01	-2.56927e-01	2.209562e+00	
19	1.228000e-03	-4.31637e-01	-2.57812e-01	2.209010e+00	
20	1.328000e-03	-4.32371e-01	-2.58396e-01	2.208619e+00	
21	1.428000e-03	-4.32834e-01	-2.58826e-01	2.208398e+00	
22	1.528000e-03	-4.33098e-01	-2.59029e-01	2.208247e+00	
23	1.628000e-03	-4.33243e-01	-2.59213e-01	2.208186e+00	
24	1.728000e-03	-4.33326e-01	-2.59247e-01	2.208126e+00	
25	1.828000e-03	-4.33373e-01	-2.59347e-01	2.208114e+00	
26	1.928000e-03	-4.33400e-01	-2.59319e-01	2.208085e+00	
27	2.028000e-03	-4.33411e-01	-2.59390e-01	2.208093e+00	
28	2.128000e-03	-4.33419e-01	-2.59338e-01	2.208075e+00	
29	2.228000e-03	-4.33423e-01	-2.59405e-01	2.208086e+00	
30	2.328000e-03	-4.33427e-01	-2.59345e-01	2.208070e+00	
31	2.428000e-03	-4.33427e-01	-2.59409e-01	2.208084e+00	
32	2.528000e-03	-4.33428e-01	-2.59346e-01	2.208070e+00	
33	2.628000e-03	-4.33426e-01	-2.59410e-01	2.208084e+00	
34	2.728000e-03	-4.33431e-01	-2.59349e-01	2.208067e+00	
35	2.828000e-03	-4.33428e-01	-2.59411e-01	2.208082e+00	
36	2.928000e-03	-4.33431e-01	-2.59349e-01	2.208067e+00	
37	3.028000e-03	-4.33428e-01	-2.59411e-01	2.208082e+00	
38	3.128000e-03	-4.33431e-01	-2.59350e-01	2.208067e+00	
39	3.228000e-03	-4.33428e-01	-2.59410e-01	2.208082e+00	
40	3.328000e-03	-4.33432e-01	-2.59351e-01	2.208067e+00	
41	3.428000e-03	-4.33429e-01	-2.59411e-01	2.208081e+00	
42	3.528000e-03	-4.33431e-01	-2.59351e-01	2.208068e+00	
43	3.628000e-03	-4.33428e-01	-2.59409e-01	2.208082e+00	
44	3.728000e-03	-4.33430e-01	-2.59351e-01	2.208069e+00	
45	3.828000e-03	-4.33428e-01	-2.59408e-01	2.208082e+00	
46	3.928000e-03	-4.33430e-01	-2.59352e-01	2.208069e+00	
47	4.028000e-03	-4.33428e-01	-2.59407e-01	2.208082e+00	
48	4.128000e-03	-4.33430e-01	-2.59352e-01	2.208070e+00	
49	4.228000e-03	-4.33429e-01	-2.59408e-01	2.208080e+00	
50	4.328000e-03	-4.33430e-01	-2.59353e-01	2.208069e+00	
51	4.428000e-03	-4.33428e-01	-2.59406e-01	2.208081e+00	
52	4.528000e-03	-4.33431e-01	-2.59355e-01	2.208069e+00	
53	4.628000e-03	-4.33429e-01	-2.59405e-01	2.208080e+00	
54	4.728000e-03	-4.33433e-01	-2.59357e-01	2.208067e+00	

Index   time            esim_gnd        esim_vcc        iin             
--------------------------------------------------------------------------------
55	4.828000e-03	-4.33429e-01	-2.59405e-01	2.208080e+00	
56	4.928000e-03	-4.33431e-01	-2.59357e-01	2.208068e+00	
57	5.028000e-03	-4.33428e-01	-2.59403e-01	2.208081e+00	
58	5.128000e-03	-4.33431e-01	-2.59357e-01	2.208069e+00	
59	5.228000e-03	-4.33430e-01	-2.59404e-01	2.208079e+00	
60	5.328000e-03	-4.33431e-01	-2.59358e-01	2.208069e+00	
61	5.428000e-03	-4.33428e-01	-2.59402e-01	2.208080e+00	
62	5.528000e-03	-4.33429e-01	-2.59358e-01	2.208071e+00	
63	5.628000e-03	-4.33428e-01	-2.59401e-01	2.208080e+00	
64	5.728000e-03	-4.33429e-01	-2.59358e-01	2.208071e+00	
65	5.828000e-03	-4.33428e-01	-2.59401e-01	2.208080e+00	
66	5.928000e-03	-4.33430e-01	-2.59360e-01	2.208071e+00	
67	6.028000e-03	-4.33429e-01	-2.59400e-01	2.208079e+00	
68	6.128000e-03	-4.33428e-01	-2.59358e-01	2.208073e+00	
69	6.228000e-03	-4.33428e-01	-2.59399e-01	2.208080e+00	
70	6.328000e-03	-4.33428e-01	-2.59360e-01	2.208072e+00	
71	6.428000e-03	-4.33429e-01	-2.59399e-01	2.208079e+00	
72	6.528000e-03	-4.33429e-01	-2.59361e-01	2.208072e+00	
73	6.628000e-03	-4.33429e-01	-2.59398e-01	2.208079e+00	
74	6.728000e-03	-4.33428e-01	-2.59361e-01	2.208072e+00	
75	6.828000e-03	-4.33428e-01	-2.59397e-01	2.208079e+00	
76	6.928000e-03	-4.33429e-01	-2.59362e-01	2.208072e+00	
77	7.028000e-03	-4.33430e-01	-2.59398e-01	2.208078e+00	
78	7.128000e-03	-4.33429e-01	-2.59363e-01	2.208072e+00	
79	7.228000e-03	-4.33428e-01	-2.59396e-01	2.208079e+00	
80	7.328000e-03	-4.33429e-01	-2.59363e-01	2.208072e+00	
81	7.428000e-03	-4.33428e-01	-2.59395e-01	2.208079e+00	
82	7.528000e-03	-4.33430e-01	-2.59364e-01	2.208072e+00	
83	7.628000e-03	-4.33429e-01	-2.59395e-01	2.208078e+00	
84	7.728000e-03	-4.33429e-01	-2.59364e-01	2.208073e+00	
85	7.828000e-03	-4.33428e-01	-2.59394e-01	2.208079e+00	
86	7.928000e-03	-4.33429e-01	-2.59365e-01	2.208072e+00	
87	8.028000e-03	-4.33428e-01	-2.59393e-01	2.208079e+00	
88	8.128000e-03	-4.33430e-01	-2.59366e-01	2.208072e+00	
89	8.228000e-03	-4.33429e-01	-2.59394e-01	2.208078e+00	
90	8.328000e-03	-4.33430e-01	-2.59367e-01	2.208071e+00	
91	8.428000e-03	-4.33429e-01	-2.59393e-01	2.208078e+00	
92	8.528000e-03	-4.33430e-01	-2.59367e-01	2.208072e+00	
93	8.628000e-03	-4.33430e-01	-2.59394e-01	2.208077e+00	
94	8.728000e-03	-4.33430e-01	-2.59367e-01	2.208072e+00	
95	8.828000e-03	-4.33430e-01	-2.59393e-01	2.208077e+00	
96	8.928000e-03	-4.33429e-01	-2.59367e-01	2.208073e+00	
97	9.028000e-03	-4.33429e-01	-2.59392e-01	2.208078e+00	
98	9.128000e-03	-4.33427e-01	-2.59366e-01	2.208074e+00	
99	9.228000e-03	-4.33429e-01	-2.59392e-01	2.208077e+00	
100	9.328000e-03	-4.33427e-01	-2.59367e-01	2.208074e+00	
101	9.428000e-03	-4.33429e-01	-2.59391e-01	2.208078e+00	
102	9.528000e-03	-4.33427e-01	-2.59367e-01	2.208075e+00	
103	9.628000e-03	-4.33429e-01	-2.59391e-01	2.208078e+00	
104	9.728000e-03	-4.33428e-01	-2.59368e-01	2.208074e+00	
105	9.828000e-03	-4.33429e-01	-2.59391e-01	2.208077e+00	
106	9.928000e-03	-4.33427e-01	-2.59368e-01	2.208075e+00	
107	1.000000e-02	-4.33428e-01	-2.59389e-01	2.208079e+00	

                                kicad schematic
                                Transient Analysis  Mon Oct 27 17:17:10  2025
--------------------------------------------------------------------------------
Index   time            iin_r           iout            iout_rg         
--------------------------------------------------------------------------------
0	0.000000e+00	2.177678e+00	-1.80951e+00	-1.82232e+00	
1	1.000000e-06	2.178904e+00	-1.80826e+00	-1.82110e+00	
2	2.000000e-06	2.179274e+00	-1.80787e+00	-1.82073e+00	
3	4.000000e-06	2.179954e+00	-1.80713e+00	-1.82005e+00	
4	8.000000e-06	2.181074e+00	-1.80592e+00	-1.81893e+00	
5	1.600000e-05	2.182877e+00	-1.80396e+00	-1.81712e+00	
6	3.200000e-05	2.185873e+00	-1.80068e+00	-1.81413e+00	
7	6.400000e-05	2.191512e+00	-1.79455e+00	-1.80849e+00	
8	1.280000e-04	2.204495e+00	-1.78067e+00	-1.79551e+00	
9	2.280000e-04	2.224077e+00	-1.75988e+00	-1.77592e+00	
10	3.280000e-04	2.235549e+00	-1.74754e+00	-1.76445e+00	
11	4.280000e-04	2.236855e+00	-1.74577e+00	-1.76315e+00	
12	5.280000e-04	2.235362e+00	-1.74703e+00	-1.76464e+00	
13	6.280000e-04	2.233681e+00	-1.74860e+00	-1.76632e+00	
14	7.280000e-04	2.232069e+00	-1.75017e+00	-1.76793e+00	
15	8.280000e-04	2.230592e+00	-1.75161e+00	-1.76941e+00	
16	9.280000e-04	2.229246e+00	-1.75294e+00	-1.77075e+00	
17	1.028000e-03	2.228213e+00	-1.75395e+00	-1.77179e+00	
18	1.128000e-03	2.227413e+00	-1.75474e+00	-1.77259e+00	
19	1.228000e-03	2.226870e+00	-1.75527e+00	-1.77313e+00	
20	1.328000e-03	2.226485e+00	-1.75565e+00	-1.77352e+00	
21	1.428000e-03	2.226268e+00	-1.75586e+00	-1.77373e+00	
22	1.528000e-03	2.226119e+00	-1.75601e+00	-1.77388e+00	
23	1.628000e-03	2.226059e+00	-1.75607e+00	-1.77394e+00	
24	1.728000e-03	2.226000e+00	-1.75613e+00	-1.77400e+00	
25	1.828000e-03	2.225989e+00	-1.75614e+00	-1.77401e+00	
26	1.928000e-03	2.225959e+00	-1.75617e+00	-1.77404e+00	
27	2.028000e-03	2.225968e+00	-1.75616e+00	-1.77403e+00	
28	2.128000e-03	2.225949e+00	-1.75618e+00	-1.77405e+00	
29	2.228000e-03	2.225960e+00	-1.75616e+00	-1.77404e+00	
30	2.328000e-03	2.225944e+00	-1.75618e+00	-1.77406e+00	
31	2.428000e-03	2.225958e+00	-1.75617e+00	-1.77404e+00	
32	2.528000e-03	2.225944e+00	-1.75618e+00	-1.77406e+00	
33	2.628000e-03	2.225959e+00	-1.75617e+00	-1.77404e+00	
34	2.728000e-03	2.225942e+00	-1.75618e+00	-1.77406e+00	
35	2.828000e-03	2.225957e+00	-1.75617e+00	-1.77404e+00	
36	2.928000e-03	2.225942e+00	-1.75618e+00	-1.77406e+00	
37	3.028000e-03	2.225957e+00	-1.75617e+00	-1.77404e+00	
38	3.128000e-03	2.225942e+00	-1.75618e+00	-1.77406e+00	
39	3.228000e-03	2.225957e+00	-1.75617e+00	-1.77404e+00	
40	3.328000e-03	2.225941e+00	-1.75618e+00	-1.77406e+00	
41	3.428000e-03	2.225956e+00	-1.75617e+00	-1.77404e+00	
42	3.528000e-03	2.225942e+00	-1.75618e+00	-1.77406e+00	
43	3.628000e-03	2.225956e+00	-1.75617e+00	-1.77404e+00	
44	3.728000e-03	2.225943e+00	-1.75618e+00	-1.77406e+00	
45	3.828000e-03	2.225956e+00	-1.75617e+00	-1.77404e+00	
46	3.928000e-03	2.225943e+00	-1.75618e+00	-1.77406e+00	
47	4.028000e-03	2.225956e+00	-1.75617e+00	-1.77404e+00	
48	4.128000e-03	2.225944e+00	-1.75618e+00	-1.77406e+00	
49	4.228000e-03	2.225955e+00	-1.75617e+00	-1.77405e+00	
50	4.328000e-03	2.225944e+00	-1.75618e+00	-1.77406e+00	
51	4.428000e-03	2.225956e+00	-1.75617e+00	-1.77404e+00	
52	4.528000e-03	2.225943e+00	-1.75618e+00	-1.77406e+00	
53	4.628000e-03	2.225955e+00	-1.75617e+00	-1.77404e+00	
54	4.728000e-03	2.225942e+00	-1.75618e+00	-1.77406e+00	

Index   time            iin_r           iout            iout_rg         
--------------------------------------------------------------------------------
55	4.828000e-03	2.225954e+00	-1.75617e+00	-1.77405e+00	
56	4.928000e-03	2.225943e+00	-1.75618e+00	-1.77406e+00	
57	5.028000e-03	2.225955e+00	-1.75617e+00	-1.77404e+00	
58	5.128000e-03	2.225944e+00	-1.75618e+00	-1.77406e+00	
59	5.228000e-03	2.225954e+00	-1.75617e+00	-1.77405e+00	
60	5.328000e-03	2.225944e+00	-1.75618e+00	-1.77406e+00	
61	5.428000e-03	2.225955e+00	-1.75617e+00	-1.77404e+00	
62	5.528000e-03	2.225945e+00	-1.75618e+00	-1.77405e+00	
63	5.628000e-03	2.225955e+00	-1.75617e+00	-1.77404e+00	
64	5.728000e-03	2.225946e+00	-1.75618e+00	-1.77405e+00	
65	5.828000e-03	2.225955e+00	-1.75617e+00	-1.77405e+00	
66	5.928000e-03	2.225945e+00	-1.75618e+00	-1.77405e+00	
67	6.028000e-03	2.225954e+00	-1.75617e+00	-1.77405e+00	
68	6.128000e-03	2.225947e+00	-1.75618e+00	-1.77405e+00	
69	6.228000e-03	2.225954e+00	-1.75617e+00	-1.77405e+00	
70	6.328000e-03	2.225947e+00	-1.75618e+00	-1.77405e+00	
71	6.428000e-03	2.225954e+00	-1.75617e+00	-1.77405e+00	
72	6.528000e-03	2.225946e+00	-1.75618e+00	-1.77405e+00	
73	6.628000e-03	2.225953e+00	-1.75617e+00	-1.77405e+00	
74	6.728000e-03	2.225947e+00	-1.75618e+00	-1.77405e+00	
75	6.828000e-03	2.225954e+00	-1.75617e+00	-1.77405e+00	
76	6.928000e-03	2.225946e+00	-1.75618e+00	-1.77405e+00	
77	7.028000e-03	2.225953e+00	-1.75617e+00	-1.77405e+00	
78	7.128000e-03	2.225947e+00	-1.75618e+00	-1.77405e+00	
79	7.228000e-03	2.225954e+00	-1.75617e+00	-1.77405e+00	
80	7.328000e-03	2.225947e+00	-1.75618e+00	-1.77405e+00	
81	7.428000e-03	2.225954e+00	-1.75617e+00	-1.77405e+00	
82	7.528000e-03	2.225946e+00	-1.75618e+00	-1.77405e+00	
83	7.628000e-03	2.225953e+00	-1.75617e+00	-1.77405e+00	
84	7.728000e-03	2.225947e+00	-1.75618e+00	-1.77405e+00	
85	7.828000e-03	2.225954e+00	-1.75617e+00	-1.77405e+00	
86	7.928000e-03	2.225947e+00	-1.75618e+00	-1.77405e+00	
87	8.028000e-03	2.225954e+00	-1.75617e+00	-1.77405e+00	
88	8.128000e-03	2.225946e+00	-1.75618e+00	-1.77405e+00	
89	8.228000e-03	2.225953e+00	-1.75617e+00	-1.77405e+00	
90	8.328000e-03	2.225946e+00	-1.75618e+00	-1.77405e+00	
91	8.428000e-03	2.225953e+00	-1.75617e+00	-1.77405e+00	
92	8.528000e-03	2.225947e+00	-1.75618e+00	-1.77405e+00	
93	8.628000e-03	2.225951e+00	-1.75617e+00	-1.77405e+00	
94	8.728000e-03	2.225947e+00	-1.75618e+00	-1.77405e+00	
95	8.828000e-03	2.225952e+00	-1.75617e+00	-1.77405e+00	
96	8.928000e-03	2.225948e+00	-1.75618e+00	-1.77405e+00	
97	9.028000e-03	2.225953e+00	-1.75617e+00	-1.77405e+00	
98	9.128000e-03	2.225949e+00	-1.75618e+00	-1.77405e+00	
99	9.228000e-03	2.225952e+00	-1.75617e+00	-1.77405e+00	
100	9.328000e-03	2.225949e+00	-1.75618e+00	-1.77405e+00	
101	9.428000e-03	2.225952e+00	-1.75617e+00	-1.77405e+00	
102	9.528000e-03	2.225949e+00	-1.75618e+00	-1.77405e+00	
103	9.628000e-03	2.225952e+00	-1.75617e+00	-1.77405e+00	
104	9.728000e-03	2.225949e+00	-1.75618e+00	-1.77405e+00	
105	9.828000e-03	2.225952e+00	-1.75617e+00	-1.77405e+00	
106	9.928000e-03	2.225949e+00	-1.75618e+00	-1.77405e+00	
107	1.000000e-02	2.225953e+00	-1.75617e+00	-1.77405e+00	

                                kicad schematic
